,index,classes,wav_path
40110,44926,yes,.\train\audio\yes\106a6183_nohash_1.wav
40111,44927,yes,.\train\audio\yes\106a6183_nohash_2.wav
40112,44928,yes,.\train\audio\yes\106a6183_nohash_3.wav
40113,44929,yes,.\train\audio\yes\106a6183_nohash_4.wav
40114,44930,yes,.\train\audio\yes\1093c8e7_nohash_0.wav
40115,44931,yes,.\train\audio\yes\10ace7eb_nohash_0.wav
40116,44932,yes,.\train\audio\yes\10ace7eb_nohash_1.wav
40117,44933,yes,.\train\audio\yes\10ace7eb_nohash_2.wav
40118,44935,yes,.\train\audio\yes\10ace7eb_nohash_4.wav
40119,44936,yes,.\train\audio\yes\10c6d873_nohash_0.wav
40120,44937,yes,.\train\audio\yes\11099149_nohash_0.wav
40121,44938,yes,.\train\audio\yes\11321027_nohash_0.wav
40122,44939,yes,.\train\audio\yes\11379f4d_nohash_0.wav
40123,44940,yes,.\train\audio\yes\11379f4d_nohash_1.wav
40124,44941,yes,.\train\audio\yes\11860c84_nohash_0.wav
40125,44942,yes,.\train\audio\yes\11b1df78_nohash_0.wav
40126,44943,yes,.\train\audio\yes\11b1df78_nohash_1.wav
40127,44944,yes,.\train\audio\yes\11b1df78_nohash_2.wav
40128,44945,yes,.\train\audio\yes\11b1df78_nohash_3.wav
40129,44946,yes,.\train\audio\yes\122c5aa7_nohash_0.wav
40130,44947,yes,.\train\audio\yes\122c5aa7_nohash_1.wav
40131,44948,yes,.\train\audio\yes\122c5aa7_nohash_2.wav
40132,44949,yes,.\train\audio\yes\122c5aa7_nohash_3.wav
40133,44950,yes,.\train\audio\yes\122c5aa7_nohash_4.wav
40134,44951,yes,.\train\audio\yes\126403d4_nohash_0.wav
40135,44952,yes,.\train\audio\yes\126403d4_nohash_1.wav
40136,44953,yes,.\train\audio\yes\126a31d2_nohash_0.wav
40137,44954,yes,.\train\audio\yes\129c7d8d_nohash_0.wav
40138,44956,yes,.\train\audio\yes\129c7d8d_nohash_2.wav
40139,44957,yes,.\train\audio\yes\12c206ea_nohash_0.wav
40140,44958,yes,.\train\audio\yes\130d9a87_nohash_1.wav
40141,44959,yes,.\train\audio\yes\13199b79_nohash_0.wav
40142,44960,yes,.\train\audio\yes\13199b79_nohash_1.wav
40143,44961,yes,.\train\audio\yes\1365dd89_nohash_0.wav
40144,44962,yes,.\train\audio\yes\140a0fdc_nohash_0.wav
40145,44963,yes,.\train\audio\yes\140a0fdc_nohash_1.wav
40146,44964,yes,.\train\audio\yes\14587ff0_nohash_0.wav
40147,44965,yes,.\train\audio\yes\146d97db_nohash_0.wav
40148,44966,yes,.\train\audio\yes\146d97db_nohash_1.wav
40149,44967,yes,.\train\audio\yes\14775481_nohash_0.wav
40150,44968,yes,.\train\audio\yes\14775481_nohash_1.wav
40151,44969,yes,.\train\audio\yes\14775481_nohash_2.wav
40152,44970,yes,.\train\audio\yes\14872d06_nohash_0.wav
40153,44971,yes,.\train\audio\yes\151bfb79_nohash_0.wav
40154,44972,yes,.\train\audio\yes\151bfb79_nohash_1.wav
40155,44973,yes,.\train\audio\yes\152491bc_nohash_0.wav
40156,44974,yes,.\train\audio\yes\1528225c_nohash_0.wav
40157,44975,yes,.\train\audio\yes\1528225c_nohash_1.wav
40158,44976,yes,.\train\audio\yes\1528225c_nohash_2.wav
40159,44977,yes,.\train\audio\yes\1538beb7_nohash_0.wav
40160,44978,yes,.\train\audio\yes\15574821_nohash_0.wav
40161,44979,yes,.\train\audio\yes\15574821_nohash_1.wav
40162,44980,yes,.\train\audio\yes\15574821_nohash_2.wav
40163,44981,yes,.\train\audio\yes\15b0c947_nohash_0.wav
40164,44982,yes,.\train\audio\yes\15c563d7_nohash_0.wav
40165,44983,yes,.\train\audio\yes\15c563d7_nohash_1.wav
40166,44984,yes,.\train\audio\yes\15c563d7_nohash_2.wav
40167,44985,yes,.\train\audio\yes\15c563d7_nohash_3.wav
40168,44986,yes,.\train\audio\yes\15c563d7_nohash_4.wav
40169,44987,yes,.\train\audio\yes\15f04ff8_nohash_0.wav
40170,44988,yes,.\train\audio\yes\15f04ff8_nohash_1.wav
40171,44989,yes,.\train\audio\yes\161fcca8_nohash_0.wav
40172,44990,yes,.\train\audio\yes\1626bc5a_nohash_0.wav
40173,44991,yes,.\train\audio\yes\1657c9fa_nohash_0.wav
40174,44992,yes,.\train\audio\yes\16d41d07_nohash_0.wav
40175,44994,yes,.\train\audio\yes\16d41d07_nohash_2.wav
40176,44995,yes,.\train\audio\yes\16d41d07_nohash_3.wav
40177,44996,yes,.\train\audio\yes\171b56dc_nohash_0.wav
40178,44997,yes,.\train\audio\yes\172dc2b0_nohash_0.wav
40179,44998,yes,.\train\audio\yes\173e6bbf_nohash_0.wav
40180,44999,yes,.\train\audio\yes\179a61b7_nohash_0.wav
40181,45000,yes,.\train\audio\yes\179a61b7_nohash_1.wav
40182,45001,yes,.\train\audio\yes\179a61b7_nohash_2.wav
40183,45002,yes,.\train\audio\yes\179a61b7_nohash_3.wav
40184,45003,yes,.\train\audio\yes\179a61b7_nohash_4.wav
40185,45004,yes,.\train\audio\yes\17f0e206_nohash_0.wav
40186,45005,yes,.\train\audio\yes\1851e33b_nohash_0.wav
40187,45007,yes,.\train\audio\yes\18c54a68_nohash_0.wav
40188,45008,yes,.\train\audio\yes\18c54a68_nohash_1.wav
40189,45009,yes,.\train\audio\yes\190821dc_nohash_0.wav
40190,45010,yes,.\train\audio\yes\190821dc_nohash_1.wav
40191,45011,yes,.\train\audio\yes\190821dc_nohash_2.wav
40192,45012,yes,.\train\audio\yes\190821dc_nohash_3.wav
40193,45013,yes,.\train\audio\yes\190821dc_nohash_4.wav
40194,45015,yes,.\train\audio\yes\1993db46_nohash_0.wav
40195,45016,yes,.\train\audio\yes\19b05529_nohash_0.wav
40196,45017,yes,.\train\audio\yes\19f9c115_nohash_0.wav
40197,45018,yes,.\train\audio\yes\1a073312_nohash_0.wav
40198,45019,yes,.\train\audio\yes\1a5b9ca4_nohash_0.wav
40199,45020,yes,.\train\audio\yes\1a5b9ca4_nohash_1.wav
40200,45021,yes,.\train\audio\yes\1a673010_nohash_0.wav
40201,45022,yes,.\train\audio\yes\1a673010_nohash_1.wav
40202,45023,yes,.\train\audio\yes\1a673010_nohash_2.wav
40203,45024,yes,.\train\audio\yes\1a892463_nohash_0.wav
40204,45025,yes,.\train\audio\yes\1a892463_nohash_1.wav
40205,45026,yes,.\train\audio\yes\1a9afd33_nohash_0.wav
40206,45027,yes,.\train\audio\yes\1aed7c6d_nohash_0.wav
40207,45028,yes,.\train\audio\yes\1aeef15e_nohash_0.wav
40208,45029,yes,.\train\audio\yes\1aeef15e_nohash_1.wav
40209,45030,yes,.\train\audio\yes\1aeef15e_nohash_2.wav
40210,45031,yes,.\train\audio\yes\1aeef15e_nohash_3.wav
40211,45032,yes,.\train\audio\yes\1b459024_nohash_0.wav
40212,45033,yes,.\train\audio\yes\1b4c9b89_nohash_0.wav
40213,45035,yes,.\train\audio\yes\1b4c9b89_nohash_2.wav
40214,45036,yes,.\train\audio\yes\1b4c9b89_nohash_3.wav
40215,45037,yes,.\train\audio\yes\1b4c9b89_nohash_4.wav
40216,45038,yes,.\train\audio\yes\1b63157b_nohash_0.wav
40217,45039,yes,.\train\audio\yes\1b63157b_nohash_1.wav
40218,45040,yes,.\train\audio\yes\1b63157b_nohash_2.wav
40219,45041,yes,.\train\audio\yes\1b63157b_nohash_3.wav
40220,45042,yes,.\train\audio\yes\1b63157b_nohash_4.wav
40221,45043,yes,.\train\audio\yes\1b63157b_nohash_5.wav
40222,45044,yes,.\train\audio\yes\1b755c65_nohash_0.wav
40223,45045,yes,.\train\audio\yes\1b88bf70_nohash_0.wav
40224,45046,yes,.\train\audio\yes\1b88bf70_nohash_1.wav
40225,45047,yes,.\train\audio\yes\1c1060b1_nohash_0.wav
40226,45049,yes,.\train\audio\yes\1c3f4fac_nohash_0.wav
40227,45050,yes,.\train\audio\yes\1c3f4fac_nohash_1.wav
40228,45052,yes,.\train\audio\yes\1c6e5447_nohash_0.wav
40229,45053,yes,.\train\audio\yes\1cb788bc_nohash_0.wav
40230,45054,yes,.\train\audio\yes\1cbcc7a7_nohash_0.wav
40231,45055,yes,.\train\audio\yes\1cc80e39_nohash_1.wav
40232,45056,yes,.\train\audio\yes\1d919a90_nohash_0.wav
40233,45057,yes,.\train\audio\yes\1dce06e8_nohash_0.wav
40234,45058,yes,.\train\audio\yes\1df483c0_nohash_0.wav
40235,45060,yes,.\train\audio\yes\1df99a8a_nohash_0.wav
40236,45061,yes,.\train\audio\yes\1e412fac_nohash_0.wav
40237,45062,yes,.\train\audio\yes\1ecfb537_nohash_0.wav
40238,45063,yes,.\train\audio\yes\1ecfb537_nohash_1.wav
40239,45064,yes,.\train\audio\yes\1ecfb537_nohash_2.wav
40240,45065,yes,.\train\audio\yes\1ecfb537_nohash_3.wav
40241,45066,yes,.\train\audio\yes\1ecfb537_nohash_4.wav
40242,45068,yes,.\train\audio\yes\1eddce1d_nohash_0.wav
40243,45069,yes,.\train\audio\yes\1eddce1d_nohash_1.wav
40244,45070,yes,.\train\audio\yes\1f3bece8_nohash_0.wav
40245,45071,yes,.\train\audio\yes\1fd85ee4_nohash_0.wav
40246,45072,yes,.\train\audio\yes\1ffd513b_nohash_0.wav
40247,45073,yes,.\train\audio\yes\20174140_nohash_0.wav
40248,45074,yes,.\train\audio\yes\2039b9c1_nohash_0.wav
40249,45075,yes,.\train\audio\yes\2039b9c1_nohash_1.wav
40250,45076,yes,.\train\audio\yes\20d3f11f_nohash_0.wav
40251,45077,yes,.\train\audio\yes\210f3aa9_nohash_0.wav
40252,45078,yes,.\train\audio\yes\211ccd2e_nohash_0.wav
40253,45079,yes,.\train\audio\yes\21307344_nohash_0.wav
40254,45080,yes,.\train\audio\yes\214ccb20_nohash_0.wav
40255,45081,yes,.\train\audio\yes\215699ff_nohash_0.wav
40256,45082,yes,.\train\audio\yes\215699ff_nohash_1.wav
40257,45084,yes,.\train\audio\yes\21832144_nohash_0.wav
40258,45085,yes,.\train\audio\yes\21832144_nohash_1.wav
40259,45086,yes,.\train\audio\yes\21832144_nohash_2.wav
40260,45087,yes,.\train\audio\yes\21832144_nohash_3.wav
40261,45088,yes,.\train\audio\yes\21832144_nohash_4.wav
40262,45089,yes,.\train\audio\yes\2197f41c_nohash_1.wav
40263,45090,yes,.\train\audio\yes\2197f41c_nohash_2.wav
40264,45091,yes,.\train\audio\yes\21cbe292_nohash_0.wav
40265,45092,yes,.\train\audio\yes\21e8c417_nohash_0.wav
40266,45093,yes,.\train\audio\yes\2250f5f2_nohash_0.wav
40267,45094,yes,.\train\audio\yes\2275edbb_nohash_0.wav
40268,45095,yes,.\train\audio\yes\2296b1af_nohash_0.wav
40269,45096,yes,.\train\audio\yes\229978fd_nohash_0.wav
40270,45097,yes,.\train\audio\yes\229978fd_nohash_1.wav
40271,45098,yes,.\train\audio\yes\229978fd_nohash_2.wav
40272,45099,yes,.\train\audio\yes\229978fd_nohash_3.wav
40273,45100,yes,.\train\audio\yes\229978fd_nohash_4.wav
40274,45101,yes,.\train\audio\yes\22aa3665_nohash_0.wav
40275,45102,yes,.\train\audio\yes\23059a35_nohash_0.wav
40276,45103,yes,.\train\audio\yes\234ab0fb_nohash_0.wav
40277,45105,yes,.\train\audio\yes\234ab0fb_nohash_2.wav
40278,45106,yes,.\train\audio\yes\238c112c_nohash_0.wav
40279,45107,yes,.\train\audio\yes\238c112c_nohash_1.wav
40280,45108,yes,.\train\audio\yes\23ad12d8_nohash_0.wav
40281,45109,yes,.\train\audio\yes\24632875_nohash_1.wav
40282,45110,yes,.\train\audio\yes\24632875_nohash_2.wav
40283,45111,yes,.\train\audio\yes\24694eb6_nohash_0.wav
40284,45113,yes,.\train\audio\yes\24b82192_nohash_0.wav
40285,45114,yes,.\train\audio\yes\24befdb3_nohash_0.wav
40286,45115,yes,.\train\audio\yes\24befdb3_nohash_1.wav
40287,45116,yes,.\train\audio\yes\24befdb3_nohash_2.wav
40288,45117,yes,.\train\audio\yes\24befdb3_nohash_3.wav
40289,45118,yes,.\train\audio\yes\24befdb3_nohash_4.wav
40290,45119,yes,.\train\audio\yes\24c9f572_nohash_0.wav
40291,45120,yes,.\train\audio\yes\24c9f572_nohash_1.wav
40292,45121,yes,.\train\audio\yes\24c9f572_nohash_2.wav
40293,45122,yes,.\train\audio\yes\2510c044_nohash_0.wav
40294,45123,yes,.\train\audio\yes\25132942_nohash_0.wav
40295,45124,yes,.\train\audio\yes\25132942_nohash_1.wav
40296,45125,yes,.\train\audio\yes\25132942_nohash_2.wav
40297,45126,yes,.\train\audio\yes\25132942_nohash_3.wav
40298,45127,yes,.\train\audio\yes\25132942_nohash_4.wav
40299,45128,yes,.\train\audio\yes\257251e0_nohash_0.wav
40300,45129,yes,.\train\audio\yes\257e17e0_nohash_0.wav
40301,45130,yes,.\train\audio\yes\264f471d_nohash_0.wav
40302,45131,yes,.\train\audio\yes\264f471d_nohash_1.wav
40303,45132,yes,.\train\audio\yes\264f471d_nohash_2.wav
40304,45133,yes,.\train\audio\yes\264f471d_nohash_3.wav
40305,45134,yes,.\train\audio\yes\264f471d_nohash_4.wav
40306,45135,yes,.\train\audio\yes\26b28ea7_nohash_1.wav
40307,45136,yes,.\train\audio\yes\26e9ae6b_nohash_0.wav
40308,45137,yes,.\train\audio\yes\270bfa52_nohash_0.wav
40309,45138,yes,.\train\audio\yes\270bfa52_nohash_1.wav
40310,45140,yes,.\train\audio\yes\2796ac50_nohash_0.wav
40311,45141,yes,.\train\audio\yes\2796ac50_nohash_1.wav
40312,45142,yes,.\train\audio\yes\27b03931_nohash_0.wav
40313,45144,yes,.\train\audio\yes\27c30960_nohash_0.wav
40314,45145,yes,.\train\audio\yes\28460a60_nohash_0.wav
40315,45147,yes,.\train\audio\yes\28460a60_nohash_2.wav
40316,45148,yes,.\train\audio\yes\28612180_nohash_0.wav
40317,45149,yes,.\train\audio\yes\28ce0c58_nohash_0.wav
40318,45150,yes,.\train\audio\yes\28ce0c58_nohash_1.wav
40319,45151,yes,.\train\audio\yes\28ce0c58_nohash_2.wav
40320,45152,yes,.\train\audio\yes\28ce0c58_nohash_3.wav
40321,45153,yes,.\train\audio\yes\28ce0c58_nohash_4.wav
40322,45154,yes,.\train\audio\yes\28e47b1a_nohash_0.wav
40323,45155,yes,.\train\audio\yes\28e47b1a_nohash_1.wav
40324,45156,yes,.\train\audio\yes\28e47b1a_nohash_2.wav
40325,45157,yes,.\train\audio\yes\28e47b1a_nohash_3.wav
40326,45158,yes,.\train\audio\yes\28e47b1a_nohash_4.wav
40327,45159,yes,.\train\audio\yes\28ed6bc9_nohash_0.wav
40328,45160,yes,.\train\audio\yes\28ed6bc9_nohash_1.wav
40329,45161,yes,.\train\audio\yes\28ed6bc9_nohash_2.wav
40330,45162,yes,.\train\audio\yes\28ed6bc9_nohash_3.wav
40331,45163,yes,.\train\audio\yes\28ed6bc9_nohash_4.wav
40332,45164,yes,.\train\audio\yes\29b81b73_nohash_0.wav
40333,45166,yes,.\train\audio\yes\29fb33da_nohash_1.wav
40334,45168,yes,.\train\audio\yes\29fb33da_nohash_3.wav
40335,45169,yes,.\train\audio\yes\29fb33da_nohash_4.wav
40336,45171,yes,.\train\audio\yes\2a89ad5c_nohash_0.wav
40337,45172,yes,.\train\audio\yes\2a89ad5c_nohash_1.wav
40338,45173,yes,.\train\audio\yes\2aa787cf_nohash_0.wav
40339,45174,yes,.\train\audio\yes\2aec99ec_nohash_0.wav
40340,45175,yes,.\train\audio\yes\2b3f509b_nohash_0.wav
40341,45176,yes,.\train\audio\yes\2bdbe5f7_nohash_0.wav
40342,45177,yes,.\train\audio\yes\2bdbe5f7_nohash_1.wav
40343,45178,yes,.\train\audio\yes\2bdbe5f7_nohash_2.wav
40344,45179,yes,.\train\audio\yes\2bdbe5f7_nohash_3.wav
40345,45180,yes,.\train\audio\yes\2bdbe5f7_nohash_4.wav
40346,45182,yes,.\train\audio\yes\2bfe70ef_nohash_0.wav
40347,45183,yes,.\train\audio\yes\2c6446f7_nohash_0.wav
40348,45185,yes,.\train\audio\yes\2c6d3924_nohash_0.wav
40349,45187,yes,.\train\audio\yes\2cec1d47_nohash_0.wav
40350,45188,yes,.\train\audio\yes\2cec1d47_nohash_1.wav
40351,45189,yes,.\train\audio\yes\2cf28b70_nohash_0.wav
40352,45190,yes,.\train\audio\yes\2d3c8dcb_nohash_0.wav
40353,45192,yes,.\train\audio\yes\2d82a556_nohash_0.wav
40354,45193,yes,.\train\audio\yes\2da58b32_nohash_0.wav
40355,45194,yes,.\train\audio\yes\2da58b32_nohash_1.wav
40356,45195,yes,.\train\audio\yes\2da58b32_nohash_2.wav
40357,45196,yes,.\train\audio\yes\2da58b32_nohash_3.wav
40358,45197,yes,.\train\audio\yes\2da58b32_nohash_4.wav
40359,45198,yes,.\train\audio\yes\2dcb6848_nohash_0.wav
40360,45199,yes,.\train\audio\yes\2dce72b3_nohash_0.wav
40361,45200,yes,.\train\audio\yes\2dce72b3_nohash_1.wav
40362,45201,yes,.\train\audio\yes\2df590cd_nohash_0.wav
40363,45203,yes,.\train\audio\yes\2e30f9a5_nohash_0.wav
40364,45204,yes,.\train\audio\yes\2f0a410b_nohash_0.wav
40365,45205,yes,.\train\audio\yes\2f0a410b_nohash_1.wav
40366,45206,yes,.\train\audio\yes\2f666bb2_nohash_0.wav
40367,45207,yes,.\train\audio\yes\2f813234_nohash_0.wav
40368,45208,yes,.\train\audio\yes\300384f0_nohash_0.wav
40369,45209,yes,.\train\audio\yes\3006c271_nohash_0.wav
40370,45210,yes,.\train\audio\yes\30137d34_nohash_0.wav
40371,45211,yes,.\train\audio\yes\30137d34_nohash_1.wav
40372,45212,yes,.\train\audio\yes\30137d34_nohash_2.wav
40373,45213,yes,.\train\audio\yes\30802c5d_nohash_0.wav
40374,45214,yes,.\train\audio\yes\30a09789_nohash_0.wav
40375,45215,yes,.\train\audio\yes\30a09789_nohash_1.wav
40376,45216,yes,.\train\audio\yes\311fde72_nohash_0.wav
40377,45217,yes,.\train\audio\yes\311fde72_nohash_1.wav
40378,45218,yes,.\train\audio\yes\31267b59_nohash_0.wav
40379,45219,yes,.\train\audio\yes\31d68957_nohash_0.wav
40380,45220,yes,.\train\audio\yes\31e686d2_nohash_0.wav
40381,45221,yes,.\train\audio\yes\31e686d2_nohash_1.wav
40382,45222,yes,.\train\audio\yes\3209ec42_nohash_0.wav
40383,45223,yes,.\train\audio\yes\3209ec42_nohash_1.wav
40384,45224,yes,.\train\audio\yes\324210dd_nohash_0.wav
40385,45225,yes,.\train\audio\yes\324210dd_nohash_1.wav
40386,45226,yes,.\train\audio\yes\324210dd_nohash_2.wav
40387,45227,yes,.\train\audio\yes\324210dd_nohash_3.wav
40388,45228,yes,.\train\audio\yes\324210dd_nohash_4.wav
40389,45229,yes,.\train\audio\yes\324210dd_nohash_5.wav
40390,45230,yes,.\train\audio\yes\32561e9e_nohash_0.wav
40391,45231,yes,.\train\audio\yes\32561e9e_nohash_1.wav
40392,45232,yes,.\train\audio\yes\325a0c39_nohash_0.wav
40393,45233,yes,.\train\audio\yes\327289eb_nohash_0.wav
40394,45234,yes,.\train\audio\yes\327289eb_nohash_1.wav
40395,45235,yes,.\train\audio\yes\33246bc2_nohash_0.wav
40396,45236,yes,.\train\audio\yes\333784b7_nohash_0.wav
40397,45237,yes,.\train\audio\yes\333784b7_nohash_1.wav
40398,45238,yes,.\train\audio\yes\333784b7_nohash_2.wav
40399,45239,yes,.\train\audio\yes\333784b7_nohash_3.wav
40400,45240,yes,.\train\audio\yes\333784b7_nohash_4.wav
40401,45241,yes,.\train\audio\yes\3367cff6_nohash_0.wav
40402,45242,yes,.\train\audio\yes\3389305e_nohash_0.wav
40403,45243,yes,.\train\audio\yes\3389305e_nohash_1.wav
40404,45244,yes,.\train\audio\yes\3389305e_nohash_2.wav
40405,45245,yes,.\train\audio\yes\3402e488_nohash_0.wav
40406,45246,yes,.\train\audio\yes\3402e488_nohash_1.wav
40407,45247,yes,.\train\audio\yes\3402e488_nohash_2.wav
40408,45249,yes,.\train\audio\yes\3402e488_nohash_4.wav
40409,45250,yes,.\train\audio\yes\340c8b10_nohash_0.wav
40410,45252,yes,.\train\audio\yes\34263ab3_nohash_1.wav
40411,45253,yes,.\train\audio\yes\34805883_nohash_0.wav
40412,45254,yes,.\train\audio\yes\353b4d33_nohash_0.wav
40413,45256,yes,.\train\audio\yes\35d1b6ee_nohash_0.wav
40414,45257,yes,.\train\audio\yes\35d1b6ee_nohash_1.wav
40415,45258,yes,.\train\audio\yes\35d1b6ee_nohash_2.wav
40416,45259,yes,.\train\audio\yes\35d1b6ee_nohash_3.wav
40417,45260,yes,.\train\audio\yes\35d1b6ee_nohash_4.wav
40418,45261,yes,.\train\audio\yes\36050ef3_nohash_0.wav
40419,45262,yes,.\train\audio\yes\36050ef3_nohash_1.wav
40420,45263,yes,.\train\audio\yes\36050ef3_nohash_2.wav
40421,45264,yes,.\train\audio\yes\36050ef3_nohash_3.wav
40422,45265,yes,.\train\audio\yes\36050ef3_nohash_4.wav
40423,45266,yes,.\train\audio\yes\363c6bad_nohash_0.wav
40424,45267,yes,.\train\audio\yes\363c6bad_nohash_1.wav
40425,45268,yes,.\train\audio\yes\363c6bad_nohash_2.wav
40426,45269,yes,.\train\audio\yes\363c6bad_nohash_3.wav
40427,45271,yes,.\train\audio\yes\363c6bad_nohash_5.wav
40428,45272,yes,.\train\audio\yes\364c0853_nohash_0.wav
40429,45273,yes,.\train\audio\yes\365531e2_nohash_0.wav
40430,45274,yes,.\train\audio\yes\365531e2_nohash_1.wav
40431,45275,yes,.\train\audio\yes\36de13e1_nohash_0.wav
40432,45276,yes,.\train\audio\yes\36de13e1_nohash_1.wav
40433,45277,yes,.\train\audio\yes\370844f7_nohash_0.wav
40434,45278,yes,.\train\audio\yes\370844f7_nohash_1.wav
40435,45279,yes,.\train\audio\yes\377e916b_nohash_0.wav
40436,45280,yes,.\train\audio\yes\37a3cd33_nohash_0.wav
40437,45281,yes,.\train\audio\yes\37d38e44_nohash_0.wav
40438,45282,yes,.\train\audio\yes\37dca74f_nohash_0.wav
40439,45283,yes,.\train\audio\yes\37dca74f_nohash_1.wav
40440,45284,yes,.\train\audio\yes\37dca74f_nohash_2.wav
40441,45285,yes,.\train\audio\yes\37dca74f_nohash_3.wav
40442,45286,yes,.\train\audio\yes\37dca74f_nohash_4.wav
40443,45288,yes,.\train\audio\yes\3847619e_nohash_0.wav
40444,45289,yes,.\train\audio\yes\3847619e_nohash_1.wav
40445,45290,yes,.\train\audio\yes\38d78313_nohash_0.wav
40446,45291,yes,.\train\audio\yes\38d78313_nohash_1.wav
40447,45292,yes,.\train\audio\yes\38d78313_nohash_2.wav
40448,45293,yes,.\train\audio\yes\38d78313_nohash_3.wav
40449,45294,yes,.\train\audio\yes\38d78313_nohash_4.wav
40450,45295,yes,.\train\audio\yes\3903b558_nohash_0.wav
40451,45296,yes,.\train\audio\yes\39543cfd_nohash_0.wav
40452,45297,yes,.\train\audio\yes\39999a0f_nohash_0.wav
40453,45298,yes,.\train\audio\yes\39a12648_nohash_0.wav
40454,45299,yes,.\train\audio\yes\39a12648_nohash_1.wav
40455,45300,yes,.\train\audio\yes\39a12648_nohash_2.wav
40456,45301,yes,.\train\audio\yes\39a12648_nohash_3.wav
40457,45302,yes,.\train\audio\yes\39a12648_nohash_4.wav
40458,45303,yes,.\train\audio\yes\39a45230_nohash_0.wav
40459,45304,yes,.\train\audio\yes\39a45230_nohash_1.wav
40460,45305,yes,.\train\audio\yes\39a6b995_nohash_0.wav
40461,45306,yes,.\train\audio\yes\39c13eed_nohash_0.wav
40462,45307,yes,.\train\audio\yes\39ec87ac_nohash_0.wav
40463,45308,yes,.\train\audio\yes\3a182c98_nohash_0.wav
40464,45309,yes,.\train\audio\yes\3a182c98_nohash_1.wav
40465,45310,yes,.\train\audio\yes\3a7d8872_nohash_0.wav
40466,45311,yes,.\train\audio\yes\3aa6f4e2_nohash_0.wav
40467,45312,yes,.\train\audio\yes\3ab9ba07_nohash_0.wav
40468,45313,yes,.\train\audio\yes\3ab9ba07_nohash_1.wav
40469,45314,yes,.\train\audio\yes\3ab9ba07_nohash_2.wav
40470,45315,yes,.\train\audio\yes\3ae5c04f_nohash_0.wav
40471,45316,yes,.\train\audio\yes\3ae5c04f_nohash_1.wav
40472,45318,yes,.\train\audio\yes\3b8406c0_nohash_1.wav
40473,45319,yes,.\train\audio\yes\3b8406c0_nohash_2.wav
40474,45320,yes,.\train\audio\yes\3bc21161_nohash_0.wav
40475,45321,yes,.\train\audio\yes\3bc21161_nohash_1.wav
40476,45322,yes,.\train\audio\yes\3bc21161_nohash_2.wav
40477,45323,yes,.\train\audio\yes\3bc21161_nohash_3.wav
40478,45324,yes,.\train\audio\yes\3bc21161_nohash_4.wav
40479,45325,yes,.\train\audio\yes\3bfd30e6_nohash_0.wav
40480,45326,yes,.\train\audio\yes\3bfd30e6_nohash_1.wav
40481,45327,yes,.\train\audio\yes\3bfd30e6_nohash_2.wav
40482,45328,yes,.\train\audio\yes\3bfd30e6_nohash_3.wav
40483,45329,yes,.\train\audio\yes\3bfd30e6_nohash_4.wav
40484,45331,yes,.\train\audio\yes\3c1e12cf_nohash_1.wav
40485,45332,yes,.\train\audio\yes\3c257192_nohash_0.wav
40486,45334,yes,.\train\audio\yes\3c257192_nohash_2.wav
40487,45335,yes,.\train\audio\yes\3c257192_nohash_3.wav
40488,45336,yes,.\train\audio\yes\3c257192_nohash_4.wav
40489,45337,yes,.\train\audio\yes\3c8836dc_nohash_0.wav
40490,45339,yes,.\train\audio\yes\3ca784ec_nohash_0.wav
40491,45340,yes,.\train\audio\yes\3cdecb0b_nohash_0.wav
40492,45341,yes,.\train\audio\yes\3cdecb0b_nohash_1.wav
40493,45342,yes,.\train\audio\yes\3cfc6b3a_nohash_0.wav
40494,45343,yes,.\train\audio\yes\3d3ddaf8_nohash_0.wav
40495,45344,yes,.\train\audio\yes\3d53244b_nohash_0.wav
40496,45346,yes,.\train\audio\yes\3d53244b_nohash_2.wav
40497,45348,yes,.\train\audio\yes\3d53244b_nohash_4.wav
40498,45350,yes,.\train\audio\yes\3df9a3d4_nohash_0.wav
40499,45351,yes,.\train\audio\yes\3df9a3d4_nohash_1.wav
40500,45352,yes,.\train\audio\yes\3e31dffe_nohash_0.wav
40501,45353,yes,.\train\audio\yes\3e31dffe_nohash_1.wav
40502,45354,yes,.\train\audio\yes\3e31dffe_nohash_2.wav
40503,45355,yes,.\train\audio\yes\3e31dffe_nohash_3.wav
40504,45356,yes,.\train\audio\yes\3e31dffe_nohash_4.wav
40505,45357,yes,.\train\audio\yes\3e3fa7fd_nohash_0.wav
40506,45358,yes,.\train\audio\yes\3e3fa7fd_nohash_1.wav
40507,45359,yes,.\train\audio\yes\3e549219_nohash_0.wav
40508,45360,yes,.\train\audio\yes\3e549219_nohash_1.wav
40509,45361,yes,.\train\audio\yes\3efa7ec4_nohash_0.wav
40510,45362,yes,.\train\audio\yes\3f170018_nohash_0.wav
40511,45363,yes,.\train\audio\yes\3f2b358d_nohash_0.wav
40512,45364,yes,.\train\audio\yes\3f2b358d_nohash_1.wav
40513,45365,yes,.\train\audio\yes\3f2b358d_nohash_2.wav
40514,45366,yes,.\train\audio\yes\3f2b358d_nohash_3.wav
40515,45367,yes,.\train\audio\yes\3f339c33_nohash_0.wav
40516,45368,yes,.\train\audio\yes\3fb8c268_nohash_0.wav
40517,45369,yes,.\train\audio\yes\3fdafe25_nohash_0.wav
40518,45370,yes,.\train\audio\yes\3ff840aa_nohash_0.wav
